,Title,Rating,Review,Date
247,Ridiculous,2,Now I have to contact customer support if I want to make any changes to my account? LOL it’s getting to the point where I just wanna walk. Uber and Lyft are starting to be pathetic. And y’all only reply to the good reviews which says a lot.,14-12-2020 12:41
248,Guys stop using Uber.,1,"I’m a Uber platinum member and Uber is wasting my time and my money. I have to wait cumin 15mins or 20mins to skip those. Greedy nasty driver who wants to overcharge me all the time. It’s not even double it’s filing 4x more than what I should pay for even taxi is way more economic and faster.
Guys just use Lyft instead of garbage Uber.
I had enough time with this trash greedy company and drivers.
Uber always keep your mom till the day their mother pass away.",07-01-2021 00:53
249,Payment issue,1,Thanks to Uber not accept my card I can not book a ride anymore cause I try to put my card back in and it says payment issue not accept my card which isn't fair I don't have other cards I'm not rich I use Uber sometimes up to 5-6 times a week sometime twice a day now I can't get nothing,30-12-2020 07:17
250,Not good,1,Can do better,10-12-2020 22:44
251,They overcharge,1,So I took Uber from San Diego to Anaheim it had originally said my price would be between $104-$127 but they ended up charging me $546.55 because they added 5x surcharge and to top it off it was Christmas 12/25 my birthday they ruined my birthday with this high charge. I tried to call customer service but they only have a phone line for drivers not for riders they make it extremely hard to contact them I am so unpleased will never use Uber again.,30-12-2020 04:16
252,Promotions are fake,1,"I got a promotion code 1 hour ago. I clicked the link in the email. It took me to Uber. I entered the promotion code in the email. It said ""the promotion code expired"". This is the third time this happened. I'm sick of these fake emails and how Uber tries to trick me.",21-11-2020 23:25
253,Worst customer support,2,Uber has TERRIBLE customer support. It’s just a sea of bots pasting the same message over and over even if the message does nothing to address your concerns. It takes a long time and there’s no option to contact them by phone.,10-01-2021 00:39
254,The Time frames are a lie.,1,Also the “peak” times and most of their rates are artificially inflated. Good luck getting any service from the corporation.,11-01-2021 04:49
255,So disappointed with Uber!,1,"Today my mother needed a ride to the city from el Reno to Oklahoma City and I couldn’t get her a ride from Uber, it said no cars available! Really Uber? I thought I could count on a big company like Uber! So disappointed!",06-01-2021 19:43
256,NOT TO BE TRUSTED!!!!!! SCAMMERS!!!!!,1,Doesn’t even deserve the one star but not allowed to go lower. I’ve never wrote a review before today but at this point I feel like my hand was forced. So it’s write this then complain to the BBB. My card was charged twice even though they tried three times. Of course there is no one to call so you can cancel the transaction. Also while trying to go online to find out if I had any other options I found other people who were taken advantage of the same way for all different amounts. TOTALLY NOT WORTH IT!!!!!!!!,10-01-2021 09:45
257,Tariffs,1,"Check your account statement every time you take a trip that will double your charge.
This happens constantly in Monterrey, Mexico.",21-11-2020 19:20
258,Just keeps getting worse,1,"Uber gets worse every time I use it. App says a driver is a few minutes away, confirm my ride and then it says no drivers available. Last time I used them they charged me $45 to go approximately 8 miles because of “busy times”. Guess I’ll start using Lyft.",09-01-2021 00:00
259,Bad faith upfront pricing,1,They secretly change your upfront pricing and there’s no way to tell how much it was unless you remember! They’ll secretly charge you more,24-11-2020 22:34
260,Canceled and charged me,1,Uber cancelled a pre scheduled ride for college kid trying to get to airport less than an hour before his scheduled ride. Said he had to add preloaded funds which we did repeatedly. Cancelled again. Poor kid had to beg another student to miss class to take him to the airport. No one to call at uber. No one to help. Made our day very frustrating and stressful. Now trying to get our $25 back from uber.  Shameful.,24-11-2020 17:34
261,No wrinkles available,3,I have not been able to see what going on with my Uber app they are running and my location is on. But December 31st I was not able to get a ride or quickly come home because my app says “ No Cars I available” And for some reason it still says that and it’s January 7th. I need help I don’t t know what’s going on!!!,07-01-2021 07:23
262,payment,1,not sure why you aren’t able to use cash app or prepaid card... very inconvenient.,27-11-2020 02:45
263,Horrible international brand,1,"Uber should consider going out of business. Their customer service support is absolute rubbish! Their drivers are rude and nonchalant and make you wait long intervals to be picked up. They lack the skill and orientation to run a international buisness. Uber is so much better in America, specifically smaller states like R.I and M.A when you get to bigger states like N.Y.C and Lagos Nigeria the customer service drops. One day I will get into Uber and record all of the mishaps with Uber and post it online because that seems like the only way they will consider customers feedback and make the necessary changes",26-11-2020 12:02
264,Okay,4,"The Nip that we enter when we arrive with the diner should be for all diners in general since there are people who, even if their products are delivered, they mark them as not if they were not delivered...",20-01-2021 21:34
265,Many issues,1,"I’m sorry but I can’t rate it higher then 2 stars. I’ve had many many issues using this app.
It’s more an inconvenience to me then anything. Since I live in an area not close to many Uber drivers it’s harder for me to even get a ride.
Most of the time it’ll stay at the “connecting you to a driver” stage then fail to even connect me to one anyways. 
I’m not even able to even schedule a ride if I could because it’ll usually tell me the pick up area is out of range. 
If some of those issues were fixed maybe I could give it a higher rating.
Now also giving me problems adding funds to my Uber cash even though I know I have enough money to add more funds.",19-01-2021 02:31
266,Trash,1,Very Horrible Service,27-11-2020 18:09
267,Love it,4,Love the app but lately it’s been saying no cars available.. Not sure if it’s a glitch or just due to the pandemic.,30-12-2020 20:18
268,Not user friendly,1,I hate it almost every time I have to use it,30-11-2020 14:33
269,I’m late all the time,1,"You guys take forever finding me a ride when I schedule well in advance and I need to get to work and I am ALWAYS late no matter if I schedule it an hour ahead or 30 min ahead. But you guys get me there which is what matters. I just don’t find it reliable and fast you claim it. Your uber eats is awesome though:)
Also, your drivers are far away all the time and I wait longer than what the app says because YOUR DRIVERS ARENT MOVING!!!",12-12-2020 20:03
270,Surge pricing is unfair,1,"Surge pricing is awful. It doubles the price of an already expensive trip, plus every time I pay for surge I get a driver instantly and when It’s not surge it takes forever to get a driver and sometimes they cancel. I feel like they are doubling the price to bump others out of their que and that’s not right.",20-12-2020 20:30
271,Wonderful driver and I can’t tip them!!,1,"I cannot tip in app at all without error messages, so no tip for my great driver. I was ready to contact support, but it is difficult to find a way to contact Uber for customer service. No phone number, no email, and the help section of the app is just help articles. Not using if it won’t let me help these drivers make the money they deserve!",11-01-2021 22:21
272,Unnecessary Hassle,1,I should not have to go through hoops to update my phone number. For this reason alone I haven’t used Uber in over 2 years. Guess I will continue not to since I refuse to create another account,24-11-2020 15:59
273,Can’t schedule rides,1,"What’s the point of having the option if every time you select it , it shows your payment options and when you click them it doesn’t even respond. I’d like to be able to schedule a ride in advance rather than on whenever the driver decides to show up and pray it makes it on time of when I need to leave",20-01-2021 08:03
274,No customer service at all,1,"Uber doesn’t have any customer survive. No phone, no email, no chat.",23-12-2020 04:27
275,Great but one thing....,4,"Used to be 5 stars, now 4. Had someone cancel a trip on me (never saw them), and got a response from Uber that said “Your driver said you were not wearing a face cover or mask”
First off, no one ever showed up.
Second, I was wearing an n95 mask...
Third, there is no way to let Uber know that I was wearing a mask... sounds like a loophole in the app. I’m guessing the real reason they cancelled was because they didn’t want to drive me to the airport (which is fine), but Uber, please don’t send me a long email lecturing me on wearing a mask, when I was, and then not give me a way to dispute it. Otherwise, app is 5/5!",22-11-2020 16:44
276,No current customer service,3,"I like uber and used to use it frequently when we were allowed to go out. I have had so many issues recently with the app deleting my payment methods, or not allowing me to schedule a pickup. When you go on the app or website there’s no actual option for speaking to representative. It’s all just quick links. Seems like they don’t actually have a desire to help a customer in need.",13-01-2021 22:07
277,Will,1,Won't let me add my cash app card to my ubet account,07-12-2020 13:35
278,It’s not letting me become a member or use Uber pass.,1,Ed,23-12-2020 00:08
279,MRS,1,"I am being charged for Uber Pass (whatever the hell that is). There are instructions to delete the subscription that I never enrolled in, which do not work, and there is no contact information for Uber.",26-11-2020 08:46
280,Overcharged too many times. TRASH SERVICE,1,"I can understand when Uber tells me my ride will be between 32 and $35 but somehow later we end up with a $52 charge and then the next day it happens again and my credit from the previous issues wasn’t applied!  I’ve been dealing with Uber for a years, and honestly it’s more of a hassle than benefit! I’ll just use Lyft.  I’m just trying to get to work and they’re taxing every chance they get!!",24-11-2020 16:01
281,Service is getting worse each day!!!,1,"Your drivers are behaving bad, they cancel the trips and we users have to accept that without any consideration... but when we cancel a Trip because driver is delaying to much, you ask us for a “Cancellation Fee” to honor the driver??? Come on...",29-11-2020 00:41
282,"Worst app, charges for nothing",1,"I had an appointment this morning and requested my app hours before, so I got ready with my baby to wait for my Uber and as I was waiting outside wearing a mask he just drove by and I texted him to come back that it was me who requested the ride, no answer and then he just canceled the trip, and I was still charged even though I was already waiting and he was the one who cancelled the trip. Tried to get my money back and I just received a credit which I think it’s really unfair, there’s no number or email to contact. Not using this app again. If I could give stars in negative numbers I would",14-01-2021 17:18
283,Horrible customer service,1,It takes 24+ hours to solve an issue on there end,22-12-2020 01:02
284,Worst experience,1,"Never write reviews but tonight I am. I ordered my Uber and was picked up when I got in the car I was told that he couldn’t take me to my destination because I was supposed to be his last ride and he lives in the opposite direction. He told me I have to cancel this and you can get someone else. 
Idk how Uber driver app works however if the driver submits that he will be heading home why send him a ride that is out of the way but also the driver should have declined it because I would assume that it reveals my destination. 
This was absolutely terrible terrible service!",19-12-2020 02:40
285,I no longer use Uber,1,I haven’t used Uber and a couple of months. I’ve been trying to stop the subscription. I’m not getting any luck AT ALL so far I’ve lost $48 in two months and I haven’t used the service. It’s practically impossible to speak to a human everything is over the phone and the Internet so there’s no human connection. I don’t have 24+ dollars to donate to a service that I don’t use anymore I need help!! I want to stop my service I will no longer use Uber I’d rather go to Lyft. This is huge inconvenience for me. Uber was quick to stop my service  they thought I was another customer who gave a driver a hard time.I couldn’t get a ride until a number I wasn’t able to call back (Uber)called me to dispute a situation I had nothing to do with. I just want to stop the service you all are stealing from me at this point and I’m sick of it and I want my money back.,09-01-2021 20:56
286,Need -no smokers- car option,3,"There have been many times that I’ve gotten into a car where the driver was a heavy smoker. And for me to cancel and then order another Uber, after already waiting 20 mins, would make me late. They need to create a better way. I understand you can text the driver and request a non smoking vehicle but they don’t always read their messages.",31-12-2020 17:56
287,Payment bug for 2 weeks,1,For the last 2 weeks I can’t make a payment on Uber eats. It’s won’t accept any of my payment methods or cards even tho they work elsewhere. Taking my business elsewhere 2 weeks in a row cause I also can’t find out how to report this bug. Smh. Really really frustrating and waste of my time.,21-11-2020 05:33
288,Ubers promo codes never work,1,They send out emails for promo codes but they never work! Even with new orders!,27-12-2020 19:33
289,F this new drivers bid for a price that’s 4x the recommended price in Cali.,1,F u Uber,04-12-2020 06:57
290,Customer Support,1,"The app and service it’s easy until you need customer support. I sent an email and I receive “you have contacted an email address that is not monitored and your request has not reached our support team.” 
So what’s the proper way in getting support?",04-12-2020 19:12
291,About issues,2,"I sold my car, live in DC, and use Uber a lot. 
Also while traveling. 
Usually things work out well, but wanted to give some feedback to the company. Not sure how to otherwise. 
I’m having frequent issues with the driver “arriving “ but not where I am. Perhaps 100 yards down the street. But not at the specified address. Happened last night in Park City, and again today at Dulles airport. App said I should wait at “3F”, but driver called me from some random nearby parking lot. 
The worst was this morning, I had arranged, the night before, for a 7:00 am pick up at my hotel. Come 7 am, no Uber, and none seemed to be available. Ended up having to pay $135 to get a limo to the airport. Please, as I have learned, don’t assume you can expect them to show up even though you have pre-ordered a ride. They need to be more up front about these things, and I blame the app, and not necessarily the driver, hence my writing this review on the Apple App Store.",13-12-2020 01:18
292,Drivers won’t accept rides,1,What is the point of giving out discounted rides if your drivers wont accept the rides,22-12-2020 07:50
293,Last Choice in East Africa — Unable to provide feedback to Uber on Issues,1,"In Mombasa the app messes up completely when wanting to go to the southern part of the city (Likoni). 
Twice I’ve been charged triple for a trip from Mombasa to Likoni as it calculates a 50km trip instead of using the ferry which is how we always cross. When contacting Uber they respond that I accepted to amount when booking the ride (which is true as Uber used to correct fare if a different route was taken). 

You are unable to review a driver that lets you down after waiting 15 minutes — this happens often. 
Today I was accused by Uber of not wearing a mask according to a driver that never showed up. No where can I respond. 

In general, Uber In Kenya is impossible to contact. 

I recommend to use Taxify or Little in East Africa. They know their market and are more fair to their drivers.",21-12-2020 16:59
294,Uber ride home,5,"It was raining hard while I waited for the Uber driver for the first time. When he was in front of the store that I work at, he shouted my name so that I knew it was him. My sister called Uber for me to be nice. On the way home, the friendly Uber driver played great music. He showed a lot of pride with his job.  I didn’t have to tell him how to get to my home because he found it with ease. I would use Uber again and I suggest to others that it’s great service.",24-11-2020 23:22
295,Inconsistent rates,2,"For the last few weeks, Uber has had a repeated habit of dropping rides, raising rates after the ride is confirmed, and generally being delayed. Hopefully they can fix this soon",29-12-2020 22:48
296,Uber is trash now,1,"The latest update requiring people to take photos of themselves in masks is the reason for bad review. In some places of the US, masks aren’t worn, enforced, or required. Yet, Uber does not take this in to account and requires any riders to show proof of wearing a mask, via photo verify, prior to booking a ride. Account closed and app deleted.",11-01-2021 12:25
297,Driver canceled,1,How do I review a driver that cancelled on me? Guy didn’t even wait for more than a minute,20-12-2020 01:12
298,Great and nice drivers.,5,I have gotten great and really nice drivers able to pick me up to get me to and from work on time. But now I’m being told that all drivers are busy please wait a minute which means for me I have to exit out of the Uber app and go back in order to request a ride which should take less than 60 seconds to find a driver to get me to work without pissing me off,01-01-2021 12:10
299,False Transportation,1,"I have been late to work several different times because it says that they’re no rides available, but when I finally find one the driver says how they’re been trying to find rides all day!!! I’m not understanding??? Is there anyway you could fix that because I would hate for people to lose jobs because lack of transportation",07-01-2021 12:10
300,Reserved time,3,"I do not drive. I rely on public transportation and Uber. You have a feature that can allow me to reserve a time slot in advance. I am reserving this time slot so i can catch a train and get to work. You have drivers that call me to ask where I’m going and bc it’s only 5 min away driving (30 min walking) they cancel the trip 5-10 min before they’re coming. Then I’m left scrambling and I’m late for work. If you can not ensure the driver accepting those “reserved“ times will be accountable and reliable then get rid of the feature. This is the second time it’s happened. The first was a reservation to catch a flight for a vacation. It’s stressful and unacceptable because you ruin important moments for the customer and cause stress.  Again, get rid of the feature if the drivers can cancel with 5-10 min before arrival.",24-12-2020 11:09
301,Was charged over $60 and a refund was refused.,1,I have used Uber since it’s inception and never will again after the experience I had with customer service. I can’t get a single person to talk to me. Only automated responses saying they will give me a $3 credit. I was overcharged by $60. Disgusted.,19-01-2021 20:52
302,Poor customer service,1,"I’m having an issue with a trip and I would like to call or chat with customer service. There is no way for me to do this, and I cannot resolve my issue using their “help” section. I’m extremely frustrated with this app.",08-12-2020 23:50
303,Charged inappropriately,1,"I tried to call an Uber last night, when I was finally connected to a driver the driver contacted me and told me to cancel the trip because it was too far out of his way. I said that if he needed to cancel that was fine but that I was uncomfortable doing so because it would charge me. He assured me I wouldn’t get a cancellation fee, but of course I did get the fee. The Uber app does not have any way in which to submit a reimbursement via the app or website for this situation so instead I’ve resorted to the app review.",16-01-2021 15:14
304,Nope.,1,"Absolutely not & never again. This app won’t accept my card, and one day my Venmo will work and the next it won’t. Unreliable. You guys need to get things right. I am really dissatisfied and I will not use this trash company again. 

Update: Oh what do ya know, Lyft works. And it’s reliable. And my rides pick me up much quicker. EVERYONE- leave Uber in the past this crap is being ran by some degenerates.",17-12-2020 20:43
305,Ripped off,1,"I purchased two online gift cards that never arrived. There charge cleared on my credit card but never received the gift cards. Customer service has been giving me unrelated responses and they keep asking me to explain my problem over and over and over, but will not refund the charges or send the gift cards. Very poor customer service. I feel like they stole my money.",22-11-2020 05:18
306,Wait time,3,The wait time is ridiculous. There are hardly any ride nowadays.,20-11-2020 18:28
307,Can’t get any support!!!!,2,"I’ve been having an issue trying to change a payment method of my Family settings but since an update, there isn’t access to this.  I’ve been trying for HOURS to find ANYONE to speak to so I can make sure my family members don’t get left stranded because of a payment issue on their rides!

Outside of that, I use Uber quite frequently and don’t have many complaints, but the 2 stars are for the lack of support available outside of the HELP tab in the app when there’s an ISSUE WITH THE APP!!!!",20-12-2020 18:49
308,Worst services on the market.,1,"Plain and simple, never get an Uber when a Lyft is possible. Uber is worse in every way from top to bottom and their services are as far from customer friendly as humanly possible. Worthless company.",12-12-2020 08:51
309,Login feature does not work,1,"The app does not login after I bought a new phone. After I type in my info, it just starts the  process all over again. And yes, my login info is correct. It does the same thing for every login option.",24-11-2020 02:28
310,Over charged multiple times,2,"I was charged twice for a trip, and it overcharged my bank Acct, it gave me the option to switch payments types, so it took the money from the new payment & still hasn’t refund my overdrawn Acct.  They owe me over $51 dollars, in total I was charged $75 for a $24 dollar trip",20-11-2020 22:13
311,Terrible,1,Lately Uber has been terrible. No cars available at any time of day.,25-12-2020 01:28
312,Fake Promos,1,I’m deployed overseas for most of the year and I take a lot of rides to get promotions. The promotions aren’t valid out of the U.S but it doesn’t tell you that until after you pay/ride. I have spent thousands of dollars riding with Uber and they won’t even honor a 10% off ride or free delivery on food. It will simply expire and waste your time and money.,20-11-2020 16:11
313,About pass,2,I am being charged for an Uber pass that I didn’t even sign up for. I’ve tried multiple time to contact this company and I’ve had no solution to my problem. This is ridiculous! It should not be that hard to cancel a subscription or to get in touch with someone who would be able to solve the problem. Highly unsatisfied with this app.,11-01-2021 07:47
314,too expensive,2,I’ve used Uber since the dawn of time . It was a great app. But now it got way too expensive. I have this issue with Lyft too. But I be getting Ubers to go down the freken street for $20 so i have to have  both apps on just to compare prices. It’s sad but I with it was priced fair .,03-01-2021 07:42
315,Festival,1,"I booked my trip for November 19 2020 5:30 am.  They sent the driver on November 18 2020 1030 pm and charged me for a cancellation fee.  Bad business will never use again and will do a review on all my social media accounts. 

Dissatisfied costumer",19-11-2020 12:43
316,Fix this,3,There should be a way to reject your driver as a customer. That creepy dude shouldn’t be able to pick me up every time I’m in the area.,13-01-2021 01:37
317,Could penalize drivers who cancel for no apparent reason,4,"I'm a health professional in Manaus and I use uber to go to work. Today a driver left me waiting and when he arrived, he went straight to my house and canceled right away. There is a curfew and around 7pm it becomes more difficult to get a car. If you didn't want to take me, then don't let me waste time and run the risk of not being able to go to work... Can you imagine me having to call colleagues saying I would be absent? The team's frustration of having to work harder for lack of someone. Our lives are already so difficult. This type of person still appears without any empathy. I hope he and his family are well and healthy.",17-01-2021 22:38
318,Trobles with making several reservations ahead,2,"I’ve been using this application for a long time. Though the problem appeared in the end of December. I can’t plan the trips for several days ahead, I can’t make more than 1 reservation a day . I’m a regular customer I’ve been using your service for more than a year, making 2 trips per day. Though now I’m having big troubles with reserving. That’s why now I’m giving you only two stars. Once the problem is fixed I’ll return five starred assessment",14-01-2021 09:41
319,No Customer service,1,"I want to love UBER, but if there are any concerns, there is no one to contact.",24-12-2020 01:08
320,AK,1,I got a gift card-won’t let me take out my old credit card or my old phone number-I can’t move forward to put the gift card in or to request a ride because it’s stuck back where I first signed up,28-12-2020 19:55
321,thick rn,1,the app fell off,03-01-2021 23:56
322,DON'T GET UBER PASS,1,It’s been two months since I got Uber Pass and I was trying to cancel it but their ‘Help’ section is useless and the ‘Uber Pass’ has a bug that doesn’t allow you to access it. Therefore you cannot cancel your Uber Pass subscription. It’s been absolutely impossible to reach out to Uber and I am extremely disappointed. I’m never going to use Uber again. Instead I will use Lyft. If I could review this app as 0 stars I would.,20-12-2020 18:55
323,Customer service,3,Please add a customer service email because I have had an issue with a driver and need a refund.,19-12-2020 04:48
324,Problem with Apple Pay,1,"Now
Keeps taking 1-2 subsequent attempts to get an Apple Pay charge to work. Since the problem only happens here I’m assuming it’s the Über app and not the Apple Card.

Previously 
Watch app keeps saying I have to log in.
I’m logged in.",05-01-2021 03:23
325,Your ride is now a higher price mess,1,My ride yesterday ended up going from 54 dollars to 73 dollars because of this terrible feature. I can’t tell if it’s a glitch or greed but it makes the prices ridiculously higher and it causes a delay in getting a ride by way too long!! I was at the airport for an extra HOUR and 30 minutes waiting to get an overpriced ride only for them to charge me significantly more anyways and I would like an explanation for the issue. EVERY TIME I try to use the Uber app now it keeps telling me my ride is at a higher price and it’s ridiculous I almost can’t use the app anymore. And the app is perfectly up to date for me thanks. Still messing up,04-01-2021 21:50
326,Rateros,1,They are thieves they only want to give the trips at the time they want and if you do them at the mere hour they raise the price 200,13-12-2020 12:46
327,No customer support,1,When you have a dispute and invalid charges you have no way to contact an actual person for support. This frustration has now outweighed any valuable service they have provided me over the years. Don’t use them you will eventually get left in the cold as they care nothing about their customers.,06-01-2021 04:14
328,Tip for Driver,1,"Tip for driver does not work, how bad is that for the driver! Not the first time I’ve had this problem.",11-12-2020 11:03
329,"Nice Drivers, unfair app pricing",2,"I needed to use Uber.  This was my first time. I downloaded the app, and signed up.  I tried entering a debit card, but it wouldn’t take it.  I tried entering PayPal.  At first it wouldn’t work, but finally did.  I went to schedule a time to be picked up, and it said the rate for an UberX would be $16-$19.  I booked a ride.  A little while later while waiting for the driver, I get a message saying due to demand, pricing will be 3.9x higher.  I was charged $55.02.  It said regular rate wold have been a bit above $13.  On my ride back, it would have regularly been about $12.   My card was authorized for $36 and will be a bit above $33 once the payment is off pending status.  I asked the driver if he was busy (as the Uber app claimed).  He said he wasn’t busy picking up people.  He was delivering for Uber Eats and Door Dash.  Royally stressful, but I don’t own a vehicle so had to eat it in order to get to an appointment in the next city.",18-12-2020 23:45
330,Very disappointed,1,"Omg not only are some of the driver car not clean but now Uber has disabled my account for absolutely no reason at all. This is Insane and I still have Uber credit that I had already bought ahead of time and now my money is gone they are thieves and they disconnect your accounts for nothing and then they never return emails you can’t, you have to email them and I have to email them they do not call you back at all ridiculous. And have you noticed that they still haven’t put up details about there privacy details that is a huge red flag every time I sign up Uber I start getting spam calls back to back then when I uninstall the app they stop calling. I think I may build a app that shows what companies are selling ppl info to Scam callers or scam companies or to other companies in general because it’s very illegal so I guess you would call it a Sue app",06-01-2021 13:38
331,Useless app that is inaccurate,1,Save your time and money for Lyft- better service and drivers. Uber relies on sketchy practices,07-12-2020 18:06
332,What a joke,1,"If you want a ride, I suggest Lyft or your neighbor over Uber. Uber is the most unreliable app in the country. I can never get a ride. They claim to have drivers anywhere but I live in atlanta and can never get a ride. The worst app there is. You’re better off walking to the airport.",05-12-2020 05:02
333,Not working!,1,"I’ve used Uber for years and now it’s not working! The app just shows a big map, no option to request a driver! This is a big disconvenience",16-01-2021 23:44
334,Terrible Customer Service,1,I was unable to add payment method to my Uber account after I downloaded this app and when I try to reach out to their customer support team they told me my payment method has been suspended for an activity violating their terms on the app I found it strange as I have not even had any activities on my account yet...,18-01-2021 16:45
335,Still can’t add additional gift cards,1,"It has been well over a year since my initial complaint. I have about $2 in gift card balance on my account. I bought another gift card to load onto the account, but I don’t have the option to add it, just to view the balance. There have been countless app updates since then with no fix. I’ve ask many times for help with this issue, and all I get is the same instructions over and over, which DO NOT WORK. I have sent screenshots, I have exchanged emails, and more than a year later, this STILL is not fixed??? What a terrible company and a terrible app. I’d rate 0 if I could.",10-01-2021 18:20
336,No Way.,2,Why Are Y’all Overpricing With These Rides It’s Getting Very Delusional Now I Love Yall But These Prices Are Not It...,18-11-2020 21:37
337,One bad egg egg ,4,"I cannot let one driver trying to sue someone who has a fixed income because he drives a high priced import for giving passengers rides. Your other drivers at least a 4.8 out of five, the driver trying to sue me in court it is bad form trying to drain someone of a check because of an honest error. He was trying to get in touch with Judge Mathes to get me [I'm from Illinois and thick Inland North accent where has slight Greater Sudbury influence when I turned 24.]",07-01-2021 00:12
338,HORRIBLE “customer service”,1,I have had an issue where I couldn’t tip my driver and there is 0 way to contact uber. This is so ridiculous. I just took an hour and a half ride and promised the driver a good tip  due to it being a day from Christmas and uber keeps telling me my “payment is not valid” which I already fixed. I have tried to call uber which there is no option to do unless you’re a driver or have an emergency.Then I tried emailing them and I get an email back saying it is not a monitored email and  It directs me to their “help section” on the app which is just awful. It’s just a bunch of articles that have nothing to do with my problem. How am I supposed to solve my specific problem if I can’t even speak with anyone?. I would say uber has the worst customer service but I can’t even say that since you don’t even have customer service. Uber you are AWFUL and obviously do not care about your customers or drivers at all.,24-12-2020 22:41
339,Dirty & Wrong,1,"Most drivers drive like idiots. You’ll be left at an instant & they are mostly unprofessional. If your a driver the passengers can make accusations of any sort & you will be placed on hold for up to 48 hrs. Uber doesn’t require proof you did something wrong, just an accusation. They will punish you first, investigate if it’s true, them reactive or permanently suspended you.  Finally, if the accuser made a false allegation, they might suspend them. But you will definitely be punished for being accused.",02-01-2021 17:35
340,Worst fake app ever,1,There are no actual drivers this app gives you nothing. Big waste of time I hope they take this app down.,15-01-2021 18:17
341,It's okay,1,Better than doordash ever since I switched I never had missing orders. But then I don’t like how they make multiple stops now. When I receive my food it’s cold.,12-12-2020 01:49
342,Food Coupon,1,"Why is it forcing me to install app , inspite of a $30 restaurant offer ?",19-12-2020 20:34
343,Customer service is no where in the app.,1,"I am so frustrated with Uber. You guys need to work on customer service. I can't find any help in disputing cancelation fees. No contact, no emails, or phone numbers to find any kind of help. You guys are such a con artist. I book a ride a day ahead at 5:45 am, next day I tried canceling at 5:00 am and no options to cancel so I waited till 5:30 am options popped up, and according to the map driver was on the other side of the town and was 15 minutes away from my destination pick up so I canceled and why am I getting charged a cancellation fee when he wasn't even near my town and I canceled 15 minutes ahead of time, especially when calling 30 minutes earlier was not an option?",20-12-2020 05:43
344,Rob me,1,"Be very careful with the cleaning policy of the App, it turns out that I asked for a trip that cost me $16 dollars, after two days I get an extra charge of $20 dollars for cleaning the car I got into, it turns out that the driver reported that on my trip I dirty his car and sent a photo showing a stain that I am totally unaware of, at no time did they give me the certainty that I did such damage to the unit which is clearly seen with a cloth with water removes the stain and for that little joke they charged me more than the cost of the trip itself, I was robbed in an unpopulated area for that reason my family and I stopped using the App, it's crap.",18-01-2021 01:54
345,"Used to be great, but..",1,"I use to use Uber anywhere I go because it used to be cheaper than Lyft and I used to be subscribed to the get a set price for cheap  to get to one destination to another but the price got inflated  for the subscription and the ride cost. Now anytime I request a ride that’s typically $10 the drivers send a notification saying their price is $21 or $37 or even sometimes $50, which is ridiculous. They shouldn’t allow their drivers to change the pricing like that. I hate having to spend 15 minutes declining those ridiculously high prices to then be told no drivers available. I ended up downloading Lyft who is way cheaper and more reliable. I hate what Uber has become.",12-01-2021 00:01
346,Very disrespectful face with rolling eyes ,2,So yesterday I was waiting for my Uber so when I get into the car he told me I need your ID and I was like ¿what? I’m 18 and he was like yeah but you look very young and he star recording me without me to know and he record my face and everything and I tell him then I’mma call my mom so you can talk to her and he was It doesn’t matter what you mom say and I was like I need to get home and he was like I don’t care get out my car his name is Alexander he has a Honda Civic the number is  FJA8166,18-12-2020 14:40
347,Wait times are ridiculous,1,This app no longer cares about riders. Had to wait 45-50 minutes for Uber to connect me to a driver all week never using this app again. Lyft has cheaper more consistent rides. Uber really has to check itself smh horrible service,05-12-2020 00:46
348,Agent support.,1,"I’m honestly sick and tired of the (support) agents , they don’t do their jobs and you get multiple agents that don’t know what they’re talking about and will speak on different issues that was already took care of. There is absolutely no one else to speak to , and I’m tired of my account be bother with I can’t even go in and request a ride without an issue. 0 STARS",15-01-2021 21:49
349,You need to be smart with you navigation for bike riders.,1,Keep them off Victoria st and Hoddle st in Melbourne; and any other major thoroughfares. Keep them safe there’s plenty of safe alternative routes that are just as quick.,30-12-2020 08:28
350,Issue with app,2,I love uber but at the moment i need it urgently and i can’t use its services because anytime i delete the previous card or add in a new its gives me an unexpected error has occurred message even after i have updates the app,09-12-2020 21:50
351,Bait and switch w/cancellation fee,1,This is illegal. You’re going to charge me a $5 cancellation fee after you bait and switch the ride fee at a 320% premium? Absolute garbage company.,09-01-2021 22:52
352,Don’t buy in app gift cards,2,"If you buy an in app gift card you’ll be charged and never receive it, if you do receive it it won’t work and if you accidentally delete the message or email they won’t resend",12-12-2020 21:35
353,Absolutely great! But could you make it less battery draining?,4,"Absolutely phenomenal !! We used it to get around New York like a dream, although we had one problem. The app was draining our Mom’s phone battery and by the time we wanted an Uber, it was close to shutting down because it was already low on battery! But overall a brilliant app!!",26-11-2020 16:19
354,System should use expiring credit first (Amex),1,"System should use Amex Platinum credit before regular Uber cash. Amex credit will expire every month but Uber credit does not. System should use expiring credit first.
Please change this easy algorithm unless you intend to let people have unused expired Amex credit to save your money.",20-11-2020 06:39
355,Fix the map.,5,Map issue!!!! Do ur job.,15-12-2020 19:07
356,If I could rate it a O I would.,1,If this was a life or death situation I or the people involved would’ve been dead. I scheduled the ride the day before and when it’s time to get a ride there are never rides. Very unreliable app,06-01-2021 14:02
